frame_idx,file_name,status,iou,gt_ann_id,gt_class_name,gt_x1,gt_y1,gt_x2,gt_y2,pred_class_id,pred_class_name,pred_conf,pred_x1,pred_y1,pred_x2,pred_y2
48,0407_frame_0048.jpg,TP,0.8476389644831382,23,unripe,2761.0,666.0,2880.36,780.1,1,unripe,0.7421875,2758.0,664.0,2878.0,793.0
48,0407_frame_0048.jpg,TP,0.8218599725464294,21,unripe,1871.0,657.0,2015.37,818.69,1,unripe,0.900390625,1871.0,668.5,2026.0,828.0
48,0407_frame_0048.jpg,TP,0.801843317972227,19,ripe,2820.0,529.0,2879.0,619.0,0,ripe,0.451416015625,2818.0,521.5,2878.0,628.5
48,0407_frame_0048.jpg,FN,,24,ripe,2665.0,527.0,2771.33,575.1,,,,,,,
48,0407_frame_0048.jpg,FN,,25,ripe,2693.0,619.0,2785.83,684.83,,,,,,,
54,0407_frame_0054.jpg,TP,0.9688610332575213,209,ripe,1987.0,641.0,2149.0,777.0,0,ripe,0.9423828125,1987.0,641.5,2150.0,780.0
54,0407_frame_0054.jpg,TP,0.9624066556415174,212,unripe,2408.0,377.0,2576.62,565.26,1,unripe,0.8076171875,2408.0,371.5,2578.0,565.0
54,0407_frame_0054.jpg,TP,0.9450655756665414,211,unripe,2746.0,663.0,2879.97,796.97,1,unripe,0.81103515625,2746.0,665.0,2878.0,793.5
54,0407_frame_0054.jpg,TP,0.9447577133834425,210,unripe,1853.0,684.0,1996.21,826.06,1,unripe,0.80517578125,1852.0,683.0,2000.0,828.5
54,0407_frame_0054.jpg,TP,0.8998096556497145,207,ripe,2593.0,668.0,2746.0,772.0,0,ripe,0.88330078125,2594.0,661.0,2744.0,774.5
54,0407_frame_0054.jpg,TP,0.8320275403608243,208,ripe,2338.0,390.0,2424.0,553.0,0,ripe,0.466796875,2334.0,389.5,2430.0,565.0
54,0407_frame_0054.jpg,TP,0.5846816168719308,215,ripe,2823.0,532.0,2878.4,610.02,0,ripe,0.26904296875,2806.0,527.5,2878.0,629.0
54,0407_frame_0054.jpg,FN,,213,ripe,2654.0,528.0,2760.89,577.94,,,,,,,
54,0407_frame_0054.jpg,FN,,214,ripe,2683.0,629.0,2777.41,682.06,,,,,,,
60,0407_frame_0060.jpg,TP,0.9344571217230143,100,unripe,2372.0,371.0,2550.33,564.27,1,unripe,0.87353515625,2380.0,369.25,2552.0,563.5
60,0407_frame_0060.jpg,TP,0.933472021010345,104,unripe,2733.0,666.0,2883.22,788.37,1,unripe,0.83837890625,2732.0,664.0,2878.0,787.0
60,0407_frame_0060.jpg,TP,0.9204564743191034,105,ripe,2280.0,382.0,2392.03,573.72,0,ripe,0.70556640625,2278.0,380.25,2396.0,578.0
60,0407_frame_0060.jpg,TP,0.902916069077752,103,ripe,2580.0,666.0,2729.37,769.8,0,ripe,0.87255859375,2580.0,659.5,2728.0,773.5
60,0407_frame_0060.jpg,TP,0.881329926207004,101,unripe,1829.0,684.0,1979.56,822.8199999999999,1,unripe,0.57080078125,1828.0,673.0,1981.0,828.0
60,0407_frame_0060.jpg,TP,0.830852364360274,108,ripe,2803.0,528.0,2877.12,618.08,0,ripe,0.5947265625,2796.0,525.0,2878.0,623.0
60,0407_frame_0060.jpg,TP,0.7515263043948581,102,ripe,1969.0,650.0,2106.75,776.0,0,ripe,0.6533203125,1961.0,636.0,2116.0,785.0
60,0407_frame_0060.jpg,FN,,106,ripe,2644.0,523.0,2750.89,575.28,,,,,,,
60,0407_frame_0060.jpg,FN,,107,ripe,2661.0,609.0,2758.53,680.0,,,,,,,
60,0407_frame_0060.jpg,FP,,,,,,,,0,ripe,0.37841796875,2274.0,379.75,2398.0,581.0
66,0407_frame_0066.jpg,TP,0.9403394215664848,28,ripe,2222.0,381.0,2364.0,597.0,0,ripe,0.6875,2218.0,380.5,2368.0,596.0
66,0407_frame_0066.jpg,TP,0.9147353981781658,30,unripe,2355.0,371.0,2525.87,573.86,1,unripe,0.8779296875,2348.0,370.5,2524.0,566.5
66,0407_frame_0066.jpg,TP,0.9009900990098019,26,ripe,2788.0,529.0,2878.0,620.0,0,ripe,0.6689453125,2788.0,525.0,2878.0,626.0
66,0407_frame_0066.jpg,TP,0.8997827016345925,29,unripe,1814.0,683.0,1959.91,820.3199999999999,1,unripe,0.76953125,1811.0,682.5,1963.0,829.0
66,0407_frame_0066.jpg,TP,0.8986814712005031,27,ripe,2567.0,668.0,2719.0,773.0,0,ripe,0.88232421875,2570.0,661.0,2718.0,775.0
66,0407_frame_0066.jpg,TP,0.8147370856045091,31,unripe,2730.0,669.0,2878.25,782.14,1,unripe,0.9013671875,2722.0,665.0,2876.0,795.0
66,0407_frame_0066.jpg,FN,,32,ripe,2635.0,525.0,2741.18,596.2,,,,,,,
66,0407_frame_0066.jpg,FN,,33,ripe,2650.0,621.0,2752.43,692.2,,,,,,,
66,0407_frame_0066.jpg,FP,,,,,,,,0,ripe,0.9140625,2214.0,377.5,2368.0,596.0
72,0407_frame_0072.jpg,TP,0.9319543475782943,194,ripe,2563.0,666.0,2709.06,777.98,0,ripe,0.8642578125,2560.0,661.0,2710.0,778.0
72,0407_frame_0072.jpg,TP,0.9319063245823158,190,ripe,2166.0,380.0,2336.0,601.0,0,ripe,0.94482421875,2162.0,380.5,2340.0,606.0
72,0407_frame_0072.jpg,TP,0.9305710206471656,192,unripe,2323.0,375.0,2498.55,574.81,1,unripe,0.76953125,2316.0,371.75,2498.0,572.0
72,0407_frame_0072.jpg,TP,0.9212453409774348,191,unripe,1799.0,680.0,1943.77,822.72,1,unripe,0.5224609375,1795.0,681.5,1945.0,828.0
72,0407_frame_0072.jpg,TP,0.8601211297315663,193,unripe,2710.0,669.0,2870.67,783.41,1,unripe,0.8681640625,2714.0,667.0,2872.0,796.0
72,0407_frame_0072.jpg,TP,0.7662219002079508,197,ripe,2785.0,527.0,2877.28,609.53,0,ripe,0.38037109375,2780.0,525.5,2876.0,626.5
72,0407_frame_0072.jpg,FN,,195,ripe,2652.0,631.0,2745.78,694.77,,,,,,,
72,0407_frame_0072.jpg,FN,,196,ripe,2633.0,528.0,2727.53,580.52,,,,,,,
78,0407_frame_0078.jpg,TP,0.9527835010635843,339,unripe,2288.0,365.0,2468.6,572.6,1,unripe,0.92919921875,2284.0,368.25,2468.0,571.0
78,0407_frame_0078.jpg,TP,0.9083029222245107,340,unripe,2701.0,665.0,2856.28,785.6800000000001,1,unripe,0.68017578125,2696.0,664.5,2856.0,793.0
78,0407_frame_0078.jpg,TP,0.9053182917001896,337,ripe,2545.0,668.0,2696.0,775.0,0,ripe,0.8427734375,2544.0,661.0,2692.0,775.5
78,0407_frame_0078.jpg,TP,0.8950133354885458,338,ripe,2107.0,376.0,2303.0,603.0,0,ripe,0.9501953125,2096.0,377.0,2304.0,614.0
78,0407_frame_0078.jpg,TP,0.5007979657498195,344,ripe,2779.0,532.0,2855.36,595.19,0,ripe,0.48046875,2764.0,521.0,2858.0,623.5
78,0407_frame_0078.jpg,TP,0.3121948226380254,342,ripe,2619.0,524.0,2715.66,580.27,0,ripe,0.289306640625,2616.0,518.5,2740.0,659.0
78,0407_frame_0078.jpg,FN,,341,unripe,1775.0,680.0,1910.7,820.38,,,,,,,
78,0407_frame_0078.jpg,FN,,343,ripe,2640.0,625.0,2726.57,684.87,,,,,,,
84,0407_frame_0084.jpg,TP,0.9638519174502129,126,ripe,2028.0,373.0,2268.0,606.0,0,ripe,0.9619140625,2029.0,373.75,2270.0,611.0
84,0407_frame_0084.jpg,TP,0.9370104438641788,122,ripe,1928.0,632.0,2044.0,781.0,0,ripe,0.77978515625,1927.0,626.5,2046.0,780.5
84,0407_frame_0084.jpg,TP,0.9363645550417905,129,unripe,2258.0,372.0,2438.46,570.61,1,unripe,0.89111328125,2254.0,364.0,2438.0,571.0
84,0407_frame_0084.jpg,TP,0.8458948043617251,127,ripe,2525.0,668.0,2678.0,779.0,0,ripe,0.8681640625,2526.0,656.5,2676.0,773.5
84,0407_frame_0084.jpg,TP,0.8446376811593387,125,ripe,2749.0,526.0,2842.0,620.0,0,ripe,0.6513671875,2744.0,521.5,2844.0,625.0
84,0407_frame_0084.jpg,TP,0.8199291328168891,130,unripe,2682.0,671.0,2836.83,783.12,1,unripe,0.88623046875,2680.0,664.5,2838.0,798.5
84,0407_frame_0084.jpg,TP,0.6976163288609265,123,ripe,2602.0,527.0,2717.0,612.0,0,ripe,0.57568359375,2600.0,518.0,2724.0,631.0
84,0407_frame_0084.jpg,FN,,124,ripe,2603.0,527.0,2701.0,575.0,,,,,,,
84,0407_frame_0084.jpg,FN,,128,ripe,2612.0,618.0,2708.0,690.0,,,,,,,
90,0407_frame_0090.jpg,TP,0.9587372965194366,50,ripe,1848.0,618.0,2011.0,782.0,0,ripe,0.89892578125,1845.0,617.5,2014.0,781.5
90,0407_frame_0090.jpg,TP,0.9458842969269008,51,ripe,1993.0,376.0,2226.0,608.0,0,ripe,0.94091796875,1999.0,375.0,2230.0,610.0
90,0407_frame_0090.jpg,TP,0.9116289778973675,53,unripe,2220.0,367.0,2392.49,576.46,1,unripe,0.92138671875,2210.0,367.0,2398.0,575.0
90,0407_frame_0090.jpg,TP,0.8775766854392871,52,ripe,2503.0,670.0,2655.0,777.0,0,ripe,0.86083984375,2504.0,661.0,2654.0,781.5
90,0407_frame_0090.jpg,TP,0.8168974973635388,54,unripe,2664.0,668.0,2811.85,785.05,1,unripe,0.88134765625,2658.0,669.0,2816.0,801.0
90,0407_frame_0090.jpg,TP,0.7816361838852867,49,ripe,1939.0,440.0,2054.0,605.0,0,ripe,0.73388671875,1936.0,428.0,2072.0,606.5
90,0407_frame_0090.jpg,TP,0.5165174131079937,57,ripe,2734.0,528.0,2824.65,590.28,0,ripe,0.4921875,2724.0,521.0,2820.0,626.0
90,0407_frame_0090.jpg,TP,0.32226301228181525,56,ripe,2588.0,529.0,2679.88,583.26,0,ripe,0.403564453125,2580.0,514.5,2710.0,633.5
90,0407_frame_0090.jpg,FN,,55,ripe,2592.0,612.0,2684.5,687.23,,,,,,,
96,0407_frame_0096.jpg,TP,0.9636841465353393,399,ripe,1948.0,374.0,2173.0,604.0,0,ripe,0.94677734375,1949.0,372.5,2176.0,607.0
96,0407_frame_0096.jpg,TP,0.9507796846414861,398,ripe,1806.0,618.0,1976.0,779.0,0,ripe,0.85791015625,1803.0,618.5,1978.0,782.0
96,0407_frame_0096.jpg,TP,0.910638297872288,402,ripe,2480.0,670.0,2628.0,777.0,0,ripe,0.8310546875,2480.0,661.0,2628.0,778.5
96,0407_frame_0096.jpg,TP,0.9069178162783952,404,unripe,2153.0,369.0,2353.22,569.22,1,unripe,0.95263671875,2160.0,365.0,2350.0,575.0
96,0407_frame_0096.jpg,TP,0.8386756208140452,403,unripe,1682.0,694.0,1817.53,823.37,1,unripe,0.5146484375,1678.0,695.5,1829.0,831.0
96,0407_frame_0096.jpg,TP,0.8197387010328182,405,unripe,2638.0,665.0,2790.99,786.16,1,unripe,0.8935546875,2630.0,666.5,2790.0,803.0
96,0407_frame_0096.jpg,TP,0.6074074074073862,400,ripe,1899.0,440.0,2005.0,604.0,0,ripe,0.548828125,1899.0,416.25,2043.0,615.0
96,0407_frame_0096.jpg,FN,,401,ripe,1801.0,324.0,1896.0,467.0,,,,,,,
96,0407_frame_0096.jpg,FP,,,,,,,,0,ripe,0.7607421875,2562.0,515.0,2684.0,636.5
96,0407_frame_0096.jpg,FP,,,,,,,,0,ripe,0.416748046875,2702.0,513.5,2790.0,624.5
102,0407_frame_0102.jpg,TP,0.9601324360174479,366,unripe,2111.0,358.0,2308.29,570.0,1,unripe,0.94775390625,2114.0,362.0,2308.0,569.0
102,0407_frame_0102.jpg,TP,0.9575342000746475,361,ripe,1767.0,615.0,1939.0,779.0,0,ripe,0.9267578125,1764.0,615.0,1942.0,780.5
102,0407_frame_0102.jpg,TP,0.9250757835875419,367,unripe,1646.0,679.0,1797.04,830.34,1,unripe,0.84130859375,1641.0,683.0,1800.0,830.5
102,0407_frame_0102.jpg,TP,0.8932462116565729,362,ripe,1740.0,321.0,1869.0,479.0,0,ripe,0.8623046875,1738.0,323.75,1874.0,486.0
102,0407_frame_0102.jpg,TP,0.8649662726984072,365,unripe,2611.0,665.0,2763.55,790.22,1,unripe,0.86083984375,2606.0,665.5,2766.0,802.5
102,0407_frame_0102.jpg,TP,0.847193795109294,364,ripe,2456.0,668.0,2605.0,775.0,0,ripe,0.8857421875,2458.0,654.0,2606.0,778.0
102,0407_frame_0102.jpg,TP,0.8178476594659027,363,ripe,1895.0,370.0,2124.0,601.0,0,ripe,0.9619140625,1861.0,366.75,2128.0,609.0
102,0407_frame_0102.jpg,FN,,368,unripe,1716.0,598.0,1833.71,686.28,,,,,,,
102,0407_frame_0102.jpg,FP,,,,,,,,0,ripe,0.8017578125,2542.0,514.0,2666.0,627.5
102,0407_frame_0102.jpg,FP,,,,,,,,0,ripe,0.37744140625,2672.0,517.5,2768.0,623.5
108,0407_frame_0108.jpg,TP,0.9594787706867642,114,unripe,2069.0,358.0,2262.89,570.13,1,unripe,0.70068359375,2066.0,361.0,2264.0,571.5
108,0407_frame_0108.jpg,TP,0.948933593487151,109,ripe,1731.0,617.0,1903.0,781.0,0,ripe,0.92138671875,1728.0,615.5,1906.0,782.5
108,0407_frame_0108.jpg,TP,0.9459015464793367,111,ripe,1822.0,371.0,2075.0,602.0,0,ripe,0.96728515625,1822.0,367.75,2076.0,611.0
108,0407_frame_0108.jpg,TP,0.9202288223249142,110,ripe,1700.0,322.0,1843.0,477.0,0,ripe,0.86865234375,1693.0,319.0,1842.0,475.5
108,0407_frame_0108.jpg,TP,0.8585187742010948,115,unripe,2589.0,673.0,2746.41,803.38,1,unripe,0.88134765625,2580.0,667.5,2738.0,803.0
108,0407_frame_0108.jpg,TP,0.84389447919495,112,ripe,2431.0,669.0,2577.0,776.0,0,ripe,0.85888671875,2432.0,655.0,2580.0,778.5
108,0407_frame_0108.jpg,TP,0.837433523301003,113,unripe,1607.0,676.0,1750.9,825.98,1,unripe,0.84423828125,1604.0,684.5,1760.0,832.5
108,0407_frame_0108.jpg,FP,,,,,,,,0,ripe,0.689453125,2526.0,510.5,2656.0,630.0
108,0407_frame_0108.jpg,FP,,,,,,,,0,ripe,0.32421875,2520.0,627.5,2612.0,698.0
108,0407_frame_0108.jpg,FP,,,,,,,,1,unripe,0.2337646484375,2066.0,362.25,2264.0,571.0
114,0407_frame_0114.jpg,TP,0.9674013830894184,6,unripe,2015.0,359.0,2216.89,575.95,1,unripe,0.9638671875,2015.0,363.0,2218.0,574.0
114,0407_frame_0114.jpg,TP,0.9500674763832498,3,ripe,1781.0,372.0,2023.0,604.0,0,ripe,0.96728515625,1779.0,371.75,2026.0,611.0
114,0407_frame_0114.jpg,TP,0.9433342098343103,1,ripe,1691.0,619.0,1867.0,783.0,0,ripe,0.9423828125,1688.0,615.5,1866.0,785.5
114,0407_frame_0114.jpg,TP,0.9124392668181844,7,unripe,1569.0,679.0,1718.08,827.09,1,unripe,0.91015625,1566.0,683.0,1720.0,832.0
114,0407_frame_0114.jpg,TP,0.9076285032046874,2,ripe,1665.0,322.0,1806.0,479.0,0,ripe,0.87060546875,1668.0,318.5,1812.0,481.0
114,0407_frame_0114.jpg,TP,0.8544286471239769,8,unripe,2556.0,669.0,2714.95,793.39,1,unripe,0.91650390625,2552.0,668.5,2710.0,806.5
114,0407_frame_0114.jpg,TP,0.8375973918328542,4,ripe,2406.0,672.0,2551.0,778.0,0,ripe,0.873046875,2408.0,656.5,2554.0,779.0
114,0407_frame_0114.jpg,FN,,5,ripe,2498.0,636.0,2584.0,699.0,,,,,,,
114,0407_frame_0114.jpg,FP,,,,,,,,0,ripe,0.57763671875,2504.0,516.5,2628.0,641.0
114,0407_frame_0114.jpg,FP,,,,,,,,0,ripe,0.359375,2624.0,519.5,2712.0,623.5
120,0407_frame_0120.jpg,TP,0.9574206964732992,183,ripe,1722.0,369.0,1959.0,606.0,0,ripe,0.96533203125,1722.0,366.5,1960.0,613.0
120,0407_frame_0120.jpg,TP,0.9401149984522207,186,unripe,1950.0,355.0,2153.59,567.9,1,unripe,0.92578125,1951.0,360.5,2158.0,570.0
120,0407_frame_0120.jpg,TP,0.922380502627572,188,unripe,2519.0,668.0,2676.05,792.92,1,unripe,0.90087890625,2518.0,668.5,2676.0,802.0
120,0407_frame_0120.jpg,TP,0.9199957816054299,185,ripe,1641.0,619.0,1813.97,782.66,0,ripe,0.94189453125,1637.0,616.0,1818.0,786.0
120,0407_frame_0120.jpg,TP,0.9179124049304608,182,ripe,1617.0,319.0,1759.0,475.0,0,ripe,0.87890625,1619.0,316.0,1761.0,469.0
120,0407_frame_0120.jpg,TP,0.8523890601285274,187,unripe,1522.0,680.0,1667.04,828.94,1,unripe,0.87255859375,1519.0,683.5,1679.0,835.0
120,0407_frame_0120.jpg,TP,0.849599297398131,184,ripe,2374.0,669.0,2518.0,778.0,0,ripe,0.86962890625,2376.0,654.5,2520.0,779.5
120,0407_frame_0120.jpg,FN,,189,ripe,2465.0,634.0,2564.4,686.85,,,,,,,
120,0407_frame_0120.jpg,FP,,,,,,,,0,ripe,0.6669921875,2474.0,510.0,2606.0,626.0
126,0407_frame_0126.jpg,TP,0.9599004149377435,38,ripe,1649.0,367.0,1887.0,610.0,0,ripe,0.97119140625,1648.0,365.0,1889.0,615.0
126,0407_frame_0126.jpg,TP,0.9492821340582385,35,unripe,1464.0,685.0,1615.0,833.0,1,unripe,0.88818359375,1464.0,685.0,1622.0,834.0
126,0407_frame_0126.jpg,TP,0.9399531964684108,36,ripe,1577.0,318.0,1706.0,455.0,0,ripe,0.90576171875,1574.0,317.0,1710.0,455.25
126,0407_frame_0126.jpg,TP,0.9177179366161466,40,unripe,1892.0,351.0,2096.29,574.13,1,unripe,0.958984375,1886.0,358.25,2096.0,569.0
126,0407_frame_0126.jpg,TP,0.8933508429726655,39,ripe,1587.0,622.0,1769.21,780.5,0,ripe,0.94287109375,1582.0,614.5,1769.0,787.0
126,0407_frame_0126.jpg,TP,0.8752198463389393,34,unripe,2483.0,673.0,2638.0,795.0,1,unripe,0.8876953125,2482.0,668.5,2638.0,807.0
126,0407_frame_0126.jpg,TP,0.8598888888888411,37,ripe,2339.0,670.0,2481.0,779.0,0,ripe,0.89111328125,2338.0,657.0,2482.0,782.0
126,0407_frame_0126.jpg,FN,,41,ripe,2428.0,636.0,2534.82,690.8,,,,,,,
126,0407_frame_0126.jpg,FP,,,,,,,,0,ripe,0.76611328125,2446.0,507.0,2576.0,631.0
132,0407_frame_0132.jpg,TP,0.9789424840355972,9,unripe,1819.0,355.0,2028.0,569.0,1,unripe,0.94921875,1817.0,356.0,2027.0,569.5
132,0407_frame_0132.jpg,TP,0.976970727162758,15,ripe,1568.0,365.0,1810.0,612.0,0,ripe,0.96875,1568.0,364.25,1812.0,615.0
132,0407_frame_0132.jpg,TP,0.9612720592663688,12,ripe,1521.0,618.0,1713.0,786.0,0,ripe,0.9375,1523.0,616.0,1713.0,789.0
132,0407_frame_0132.jpg,TP,0.9291154311990257,10,unripe,1406.0,685.0,1562.0,835.0,1,unripe,0.91748046875,1407.0,689.0,1568.0,835.5
132,0407_frame_0132.jpg,TP,0.8544238683127172,11,ripe,2445.0,673.0,2599.0,794.0,1,unripe,0.900390625,2442.0,670.5,2596.0,807.0
132,0407_frame_0132.jpg,TP,0.8543083900226273,14,ripe,2303.0,671.0,2440.0,781.0,0,ripe,0.845703125,2300.0,659.5,2440.0,785.5
132,0407_frame_0132.jpg,TP,0.7947931660303751,13,ripe,1527.0,316.0,1654.0,441.0,0,ripe,0.77978515625,1519.0,314.5,1664.0,452.25
132,0407_frame_0132.jpg,TP,0.572967678746271,16,ripe,2390.0,629.0,2494.0,694.0,0,ripe,0.30078125,2392.0,635.5,2492.0,728.5
132,0407_frame_0132.jpg,FN,,17,unripe,1723.0,355.0,1839.13,440.15999999999997,,,,,,,
132,0407_frame_0132.jpg,FP,,,,,,,,0,ripe,0.8017578125,2418.0,508.5,2568.0,635.5
138,0407_frame_0138.jpg,TP,0.9849803775900562,86,unripe,1744.0,354.0,1957.0,569.0,1,unripe,0.9521484375,1741.0,354.25,1957.0,569.0
138,0407_frame_0138.jpg,TP,0.9747434218861775,85,unripe,1346.0,690.0,1503.0,838.0,1,unripe,0.86474609375,1346.0,690.5,1506.0,837.5
138,0407_frame_0138.jpg,TP,0.9705709240729556,87,ripe,1461.0,620.0,1656.0,790.0,0,ripe,0.9326171875,1462.0,618.5,1658.0,791.0
138,0407_frame_0138.jpg,TP,0.9519078030864841,91,ripe,1480.0,366.0,1746.0,616.0,0,ripe,0.97021484375,1478.0,368.75,1749.0,621.0
138,0407_frame_0138.jpg,TP,0.916781005786499,89,ripe,2265.0,671.0,2401.0,786.0,0,ripe,0.8310546875,2264.0,664.5,2402.0,784.0
138,0407_frame_0138.jpg,TP,0.9118270881728657,84,unripe,2403.0,673.0,2555.0,795.0,1,unripe,0.91015625,2406.0,671.0,2554.0,801.5
138,0407_frame_0138.jpg,TP,0.7631710051064414,88,ripe,1471.0,316.0,1600.0,411.0,0,ripe,0.81640625,1462.0,314.75,1610.0,423.25
138,0407_frame_0138.jpg,TP,0.6405584143715285,92,unripe,1671.0,353.0,1794.28,450.92,1,unripe,0.4697265625,1669.0,354.0,1780.0,489.0
138,0407_frame_0138.jpg,FN,,90,ripe,2353.0,628.0,2463.0,698.0,,,,,,,
138,0407_frame_0138.jpg,FP,,,,,,,,0,ripe,0.6875,2388.0,510.0,2526.0,641.0
144,0407_frame_0144.jpg,TP,0.9941860465115995,198,ripe,1396.0,620.0,1599.0,791.0,0,ripe,0.8955078125,1396.0,620.0,1599.0,792.0
144,0407_frame_0144.jpg,TP,0.9498854057116624,204,unripe,1667.0,350.0,1884.73,573.64,1,unripe,0.95166015625,1663.0,350.5,1882.0,569.5
144,0407_frame_0144.jpg,TP,0.9108256880733387,200,ripe,2226.0,671.0,2362.0,782.0,0,ripe,0.8916015625,2224.0,663.5,2362.0,780.5
144,0407_frame_0144.jpg,TP,0.9106471471264559,202,ripe,1387.0,371.0,1666.0,608.0,0,ripe,0.95556640625,1387.0,367.0,1674.0,620.0
144,0407_frame_0144.jpg,TP,0.8821546919602714,203,unripe,1286.0,690.0,1434.74,839.79,1,unripe,0.86376953125,1284.0,694.5,1445.0,842.5
144,0407_frame_0144.jpg,TP,0.877242242242198,206,unripe,2363.0,670.0,2509.0,790.05,1,unripe,0.88037109375,2362.0,670.0,2510.0,805.0
144,0407_frame_0144.jpg,TP,0.6342022811164496,205,unripe,1623.0,355.0,1711.82,441.08,1,unripe,0.5244140625,1619.0,352.75,1713.0,481.0
144,0407_frame_0144.jpg,TP,0.6157894736841643,199,ripe,1421.0,313.0,1538.0,383.0,0,ripe,0.611328125,1401.0,312.75,1553.0,400.25
144,0407_frame_0144.jpg,FN,,201,ripe,2312.0,626.0,2420.0,697.0,,,,,,,
144,0407_frame_0144.jpg,FP,,,,,,,,0,ripe,0.438720703125,1426.0,760.5,1566.0,824.5
150,0407_frame_0150.jpg,TP,0.9747721009115706,96,ripe,1335.0,619.0,1544.0,795.0,0,ripe,0.449462890625,1334.0,617.5,1546.0,795.5
150,0407_frame_0150.jpg,TP,0.9613459613459429,93,unripe,1589.0,348.0,1816.0,568.0,1,unripe,0.94677734375,1582.0,347.5,1816.0,569.5
150,0407_frame_0150.jpg,TP,0.9227110582639348,94,unripe,1225.0,691.0,1390.0,841.0,1,unripe,0.88623046875,1227.0,695.5,1387.0,844.0
150,0407_frame_0150.jpg,TP,0.8922177566678302,98,ripe,2191.0,672.0,2323.0,783.0,0,ripe,0.93017578125,2190.0,667.5,2328.0,786.5
150,0407_frame_0150.jpg,TP,0.8909201397680547,97,ripe,1299.0,366.0,1611.0,607.0,0,ripe,0.9482421875,1300.0,353.0,1592.0,607.0
