frame_idx,file_name,status,iou,gt_ann_id,gt_class_name,gt_x1,gt_y1,gt_x2,gt_y2,pred_class_id,pred_class_name,pred_conf,pred_x1,pred_y1,pred_x2,pred_y2
66,0407_frame_0066.jpg,FP,,,,,,,,0,ripe,0.2705078125,2605.0,753.75,2707.5,820.625
72,0407_frame_0072.jpg,TP,0.977648344596275,190,ripe,2166.0,380.0,2336.0,601.0,0,ripe,0.947265625,2166.25,378.75,2337.5,602.5
72,0407_frame_0072.jpg,TP,0.911145409605333,192,unripe,2323.0,375.0,2498.55,574.81,1,unripe,0.24072265625,2315.0,372.8125,2501.25,570.0
72,0407_frame_0072.jpg,TP,0.8528993801923663,193,unripe,2710.0,669.0,2870.67,783.41,1,unripe,0.5009765625,2717.5,671.25,2870.0,794.375
72,0407_frame_0072.jpg,TP,0.8298319124055371,194,ripe,2563.0,666.0,2709.06,777.98,0,ripe,0.87890625,2560.0,650.0,2710.0,775.0
72,0407_frame_0072.jpg,FN,,191,unripe,1799.0,680.0,1943.77,822.72,,,,,,,
72,0407_frame_0072.jpg,FN,,195,ripe,2652.0,631.0,2745.78,694.77,,,,,,,
72,0407_frame_0072.jpg,FN,,196,ripe,2633.0,528.0,2727.53,580.52,,,,,,,
72,0407_frame_0072.jpg,FN,,197,ripe,2785.0,527.0,2877.28,609.53,,,,,,,
78,0407_frame_0078.jpg,TP,0.9818739191297714,338,ripe,2107.0,376.0,2303.0,603.0,0,ripe,0.95654296875,2105.0,376.875,2303.75,603.125
78,0407_frame_0078.jpg,TP,0.9441715259107752,339,unripe,2288.0,365.0,2468.6,572.6,1,unripe,0.77099609375,2283.75,368.125,2468.75,568.75
78,0407_frame_0078.jpg,TP,0.9206563074666998,340,unripe,2701.0,665.0,2856.28,785.6800000000001,1,unripe,0.74560546875,2702.5,666.875,2857.5,791.875
78,0407_frame_0078.jpg,TP,0.7828211170468319,337,ripe,2545.0,668.0,2696.0,775.0,0,ripe,0.908203125,2545.0,640.625,2695.0,773.75
78,0407_frame_0078.jpg,FN,,341,unripe,1775.0,680.0,1910.7,820.38,,,,,,,
78,0407_frame_0078.jpg,FN,,342,ripe,2619.0,524.0,2715.66,580.27,,,,,,,
78,0407_frame_0078.jpg,FN,,343,ripe,2640.0,625.0,2726.57,684.87,,,,,,,
78,0407_frame_0078.jpg,FN,,344,ripe,2779.0,532.0,2855.36,595.19,,,,,,,
84,0407_frame_0084.jpg,TP,0.9464719740442863,126,ripe,2028.0,373.0,2268.0,606.0,0,ripe,0.9501953125,2030.0,370.9375,2272.5,610.625
84,0407_frame_0084.jpg,TP,0.9200488840290233,122,ripe,1928.0,632.0,2044.0,781.0,0,ripe,0.681640625,1930.0,626.875,2046.25,783.125
84,0407_frame_0084.jpg,TP,0.8828021660679891,129,unripe,2258.0,372.0,2438.46,570.61,1,unripe,0.76123046875,2247.5,362.8125,2440.0,567.5
84,0407_frame_0084.jpg,TP,0.859399113550457,130,unripe,2682.0,671.0,2836.83,783.12,1,unripe,0.64697265625,2685.0,667.5,2840.0,793.125
84,0407_frame_0084.jpg,TP,0.8477261923624968,127,ripe,2525.0,668.0,2678.0,779.0,0,ripe,0.76123046875,2527.5,655.0,2677.5,775.0
84,0407_frame_0084.jpg,FN,,123,ripe,2602.0,527.0,2717.0,612.0,,,,,,,
84,0407_frame_0084.jpg,FN,,124,ripe,2603.0,527.0,2701.0,575.0,,,,,,,
84,0407_frame_0084.jpg,FN,,125,ripe,2749.0,526.0,2842.0,620.0,,,,,,,
84,0407_frame_0084.jpg,FN,,128,ripe,2612.0,618.0,2708.0,690.0,,,,,,,
90,0407_frame_0090.jpg,TP,0.9427135002252306,50,ripe,1848.0,618.0,2011.0,782.0,0,ripe,0.92236328125,1847.5,611.5625,2013.75,781.875
90,0407_frame_0090.jpg,TP,0.9388797221015903,51,ripe,1993.0,376.0,2226.0,608.0,0,ripe,0.7333984375,1983.75,373.75,2228.75,608.75
90,0407_frame_0090.jpg,TP,0.8864042576737974,53,unripe,2220.0,367.0,2392.49,576.46,1,unripe,0.853515625,2211.25,365.625,2401.25,572.5
90,0407_frame_0090.jpg,TP,0.8694634607592776,54,unripe,2664.0,668.0,2811.85,785.05,1,unripe,0.814453125,2660.0,668.75,2815.0,795.625
90,0407_frame_0090.jpg,TP,0.8620297176619303,52,ripe,2503.0,670.0,2655.0,777.0,0,ripe,0.90771484375,2503.75,655.0,2655.0,775.625
90,0407_frame_0090.jpg,FN,,49,ripe,1939.0,440.0,2054.0,605.0,,,,,,,
90,0407_frame_0090.jpg,FN,,55,ripe,2592.0,612.0,2684.5,687.23,,,,,,,
90,0407_frame_0090.jpg,FN,,56,ripe,2588.0,529.0,2679.88,583.26,,,,,,,
90,0407_frame_0090.jpg,FN,,57,ripe,2734.0,528.0,2824.65,590.28,,,,,,,
90,0407_frame_0090.jpg,FP,,,,,,,,0,ripe,0.24365234375,2521.25,746.25,2655.0,821.25
96,0407_frame_0096.jpg,TP,0.9656217152043188,398,ripe,1806.0,618.0,1976.0,779.0,0,ripe,0.93896484375,1806.25,615.0,1976.25,781.25
96,0407_frame_0096.jpg,TP,0.906155952575342,404,unripe,2153.0,369.0,2353.22,569.22,1,unripe,0.89892578125,2165.0,365.3125,2351.25,571.25
96,0407_frame_0096.jpg,TP,0.8942650394210884,399,ripe,1948.0,374.0,2173.0,604.0,0,ripe,0.91357421875,1928.75,370.625,2175.0,605.625
96,0407_frame_0096.jpg,TP,0.8418192276068613,403,unripe,1682.0,694.0,1817.53,823.37,1,unripe,0.64892578125,1678.75,693.75,1833.75,828.125
96,0407_frame_0096.jpg,TP,0.8356569520408147,405,unripe,2638.0,665.0,2790.99,786.16,1,unripe,0.82958984375,2635.0,671.25,2792.5,798.75
96,0407_frame_0096.jpg,TP,0.8296073543570435,402,ripe,2480.0,670.0,2628.0,777.0,0,ripe,0.89794921875,2480.0,650.625,2630.0,776.25
96,0407_frame_0096.jpg,TP,0.7675319926873518,400,ripe,1899.0,440.0,2005.0,604.0,0,ripe,0.269775390625,1898.75,433.125,2031.25,604.0625
96,0407_frame_0096.jpg,FN,,401,ripe,1801.0,324.0,1896.0,467.0,,,,,,,
96,0407_frame_0096.jpg,FP,,,,,,,,0,ripe,0.61865234375,2565.0,404.375,2802.5,626.875
96,0407_frame_0096.jpg,FP,,,,,,,,0,ripe,0.27978515625,2570.0,615.625,2662.5,698.75
102,0407_frame_0102.jpg,TP,0.9775047017363995,362,ripe,1740.0,321.0,1869.0,479.0,0,ripe,0.93212890625,1740.0,322.5,1870.0,478.125
102,0407_frame_0102.jpg,TP,0.9533072850536467,361,ripe,1767.0,615.0,1939.0,779.0,0,ripe,0.94140625,1768.75,613.125,1941.25,781.25
102,0407_frame_0102.jpg,TP,0.9420655483212402,366,unripe,2111.0,358.0,2308.29,570.0,1,unripe,0.86181640625,2115.0,360.3125,2307.5,565.0
102,0407_frame_0102.jpg,TP,0.917828028580948,367,unripe,1646.0,679.0,1797.04,830.34,1,unripe,0.80859375,1641.25,677.5,1800.0,826.25
102,0407_frame_0102.jpg,TP,0.9176738616116622,365,unripe,2611.0,665.0,2763.55,790.22,1,unripe,0.82275390625,2612.5,667.5,2765.0,796.25
102,0407_frame_0102.jpg,TP,0.8936926542264453,363,ripe,1895.0,370.0,2124.0,601.0,0,ripe,0.93408203125,1875.0,367.5,2127.5,600.0
102,0407_frame_0102.jpg,TP,0.8903595113437548,364,ripe,2456.0,668.0,2605.0,775.0,0,ripe,0.92431640625,2455.0,656.25,2605.0,775.625
102,0407_frame_0102.jpg,FN,,368,unripe,1716.0,598.0,1833.71,686.28,,,,,,,
102,0407_frame_0102.jpg,FP,,,,,,,,0,ripe,0.418701171875,2541.25,615.9375,2637.5,695.625
102,0407_frame_0102.jpg,FP,,,,,,,,0,ripe,0.3056640625,1861.25,445.0,2003.75,603.4375
102,0407_frame_0102.jpg,FP,,,,,,,,0,ripe,0.216064453125,1860.0,432.5,2000.0,602.5
108,0407_frame_0108.jpg,TP,0.9681942021585983,114,unripe,2069.0,358.0,2262.89,570.13,1,unripe,0.93359375,2065.0,358.125,2262.5,568.125
108,0407_frame_0108.jpg,TP,0.9557885851774315,109,ripe,1731.0,617.0,1903.0,781.0,0,ripe,0.94140625,1731.25,613.125,1905.0,782.5
108,0407_frame_0108.jpg,TP,0.954076554921186,111,ripe,1822.0,371.0,2075.0,602.0,0,ripe,0.94482421875,1822.5,370.0,2078.75,608.125
108,0407_frame_0108.jpg,TP,0.9337261855096233,110,ripe,1700.0,322.0,1843.0,477.0,0,ripe,0.92333984375,1706.25,322.1875,1845.0,475.625
108,0407_frame_0108.jpg,TP,0.8890779085309718,113,unripe,1607.0,676.0,1750.9,825.98,1,unripe,0.4892578125,1606.25,678.125,1763.75,828.125
108,0407_frame_0108.jpg,TP,0.8378580632666655,115,unripe,2589.0,673.0,2746.41,803.38,1,unripe,0.87451171875,2585.0,668.125,2740.0,793.75
108,0407_frame_0108.jpg,TP,0.8331727951824633,112,ripe,2431.0,669.0,2577.0,776.0,0,ripe,0.93359375,2432.5,650.0,2577.5,776.875
114,0407_frame_0114.jpg,TP,0.9647079090501967,1,ripe,1691.0,619.0,1867.0,783.0,0,ripe,0.94189453125,1691.25,615.9375,1866.25,785.0
114,0407_frame_0114.jpg,TP,0.9554692441640648,3,ripe,1781.0,372.0,2023.0,604.0,0,ripe,0.95654296875,1782.5,368.4375,2025.0,607.8125
114,0407_frame_0114.jpg,TP,0.942425594185412,6,unripe,2015.0,359.0,2216.89,575.95,1,unripe,0.8701171875,2013.75,362.8125,2217.5,569.0625
114,0407_frame_0114.jpg,TP,0.9370925743377534,7,unripe,1569.0,679.0,1718.08,827.09,1,unripe,0.76416015625,1568.75,679.375,1723.75,830.625
114,0407_frame_0114.jpg,TP,0.9341386322984916,2,ripe,1665.0,322.0,1806.0,479.0,0,ripe,0.91455078125,1668.75,322.5,1811.25,478.75
114,0407_frame_0114.jpg,TP,0.8705268019025247,4,ripe,2406.0,672.0,2551.0,778.0,0,ripe,0.91162109375,2407.5,658.125,2551.25,777.5
114,0407_frame_0114.jpg,TP,0.8608314183051469,8,unripe,2556.0,669.0,2714.95,793.39,1,unripe,0.794921875,2560.0,671.25,2712.5,805.625
114,0407_frame_0114.jpg,TP,0.8098899798886691,5,ripe,2498.0,636.0,2584.0,699.0,0,ripe,0.20947265625,2502.5,630.0,2587.5,701.25
120,0407_frame_0120.jpg,TP,0.9685654593363626,183,ripe,1722.0,369.0,1959.0,606.0,0,ripe,0.95556640625,1725.0,366.875,1960.0,607.5
120,0407_frame_0120.jpg,TP,0.9394647312856114,186,unripe,1950.0,355.0,2153.59,567.9,1,unripe,0.88818359375,1952.5,357.5,2160.0,566.25
120,0407_frame_0120.jpg,TP,0.9392606557011169,185,ripe,1641.0,619.0,1813.97,782.66,0,ripe,0.94189453125,1642.5,616.25,1818.75,784.375
120,0407_frame_0120.jpg,TP,0.9041876911805462,182,ripe,1617.0,319.0,1759.0,475.0,0,ripe,0.869140625,1625.0,318.4375,1762.5,477.5
120,0407_frame_0120.jpg,TP,0.8938545700546837,188,unripe,2519.0,668.0,2676.05,792.92,1,unripe,0.73486328125,2525.0,669.375,2677.5,800.0
120,0407_frame_0120.jpg,TP,0.8875929331453292,184,ripe,2374.0,669.0,2518.0,778.0,0,ripe,0.9248046875,2373.75,657.5,2516.25,778.75
120,0407_frame_0120.jpg,TP,0.8817711407583976,187,unripe,1522.0,680.0,1667.04,828.94,1,unripe,0.587890625,1520.0,684.375,1676.25,832.5
120,0407_frame_0120.jpg,FN,,189,ripe,2465.0,634.0,2564.4,686.85,,,,,,,
126,0407_frame_0126.jpg,TP,0.9744884897213053,36,ripe,1577.0,318.0,1706.0,455.0,0,ripe,0.2139892578125,1577.5,316.5625,1707.5,455.0
126,0407_frame_0126.jpg,TP,0.9704095298814162,38,ripe,1649.0,367.0,1887.0,610.0,0,ripe,0.953125,1651.25,365.0,1887.5,607.5
126,0407_frame_0126.jpg,TP,0.9525479362549492,39,ripe,1587.0,622.0,1769.21,780.5,0,ripe,0.9462890625,1586.25,619.6875,1768.75,785.0
126,0407_frame_0126.jpg,TP,0.9140299937093945,40,unripe,1892.0,351.0,2096.29,574.13,1,unripe,0.8779296875,1886.25,356.875,2096.25,566.25
126,0407_frame_0126.jpg,TP,0.9096145569819177,35,unripe,1464.0,685.0,1615.0,833.0,1,unripe,0.630859375,1467.5,685.625,1625.0,832.5
126,0407_frame_0126.jpg,TP,0.8812375850237341,34,unripe,2483.0,673.0,2638.0,795.0,1,unripe,0.81005859375,2487.5,668.75,2637.5,803.125
126,0407_frame_0126.jpg,TP,0.8768658998592762,37,ripe,2339.0,670.0,2481.0,779.0,0,ripe,0.92626953125,2337.5,660.625,2478.75,781.875
126,0407_frame_0126.jpg,FN,,41,ripe,2428.0,636.0,2534.82,690.8,,,,,,,
126,0407_frame_0126.jpg,FP,,,,,,,,0,ripe,0.7724609375,1578.75,317.1875,1707.5,456.875
132,0407_frame_0132.jpg,TP,0.9656869400885947,9,unripe,1819.0,355.0,2028.0,569.0,1,unripe,0.8994140625,1821.25,353.125,2026.25,567.5
132,0407_frame_0132.jpg,TP,0.9650680945205147,15,ripe,1568.0,365.0,1810.0,612.0,0,ripe,0.9560546875,1571.25,363.75,1811.25,609.0625
132,0407_frame_0132.jpg,TP,0.9560698562706654,12,ripe,1521.0,618.0,1713.0,786.0,0,ripe,0.9501953125,1526.25,617.8125,1713.75,788.125
132,0407_frame_0132.jpg,TP,0.9337530626802137,13,ripe,1527.0,316.0,1654.0,441.0,0,ripe,0.7685546875,1527.5,315.0,1655.0,435.0
132,0407_frame_0132.jpg,TP,0.9133333333332779,14,ripe,2303.0,671.0,2440.0,781.0,0,ripe,0.92626953125,2302.5,664.375,2440.0,784.375
132,0407_frame_0132.jpg,TP,0.9097699893287017,10,unripe,1406.0,685.0,1562.0,835.0,1,unripe,0.78076171875,1407.5,691.875,1566.25,836.875
132,0407_frame_0132.jpg,TP,0.8859133693621704,11,ripe,2445.0,673.0,2599.0,794.0,1,unripe,0.6103515625,2450.0,670.0,2597.5,801.25
132,0407_frame_0132.jpg,TP,0.8376288659792734,16,ripe,2390.0,629.0,2494.0,694.0,0,ripe,0.5078125,2393.75,622.5,2493.75,697.5
132,0407_frame_0132.jpg,FN,,17,unripe,1723.0,355.0,1839.13,440.15999999999997,,,,,,,
138,0407_frame_0138.jpg,TP,0.968259744460597,86,unripe,1744.0,354.0,1957.0,569.0,1,unripe,0.91357421875,1746.25,351.25,1956.25,567.8125
138,0407_frame_0138.jpg,TP,0.9486758846964802,87,ripe,1461.0,620.0,1656.0,790.0,0,ripe,0.94677734375,1466.25,618.125,1657.5,791.25
138,0407_frame_0138.jpg,TP,0.9385792917990292,91,ripe,1480.0,366.0,1746.0,616.0,0,ripe,0.91650390625,1482.5,359.375,1741.25,613.4375
138,0407_frame_0138.jpg,TP,0.9205195418100484,85,unripe,1346.0,690.0,1503.0,838.0,1,unripe,0.802734375,1347.5,693.75,1510.0,838.75
138,0407_frame_0138.jpg,TP,0.907456957273953,89,ripe,2265.0,671.0,2401.0,786.0,0,ripe,0.90625,2265.0,664.375,2398.75,783.125
138,0407_frame_0138.jpg,TP,0.8977872513194834,84,unripe,2403.0,673.0,2555.0,795.0,1,unripe,0.5234375,2408.75,670.0,2553.75,800.0
138,0407_frame_0138.jpg,TP,0.8098505382172468,88,ripe,1471.0,316.0,1600.0,411.0,0,ripe,0.7099609375,1468.75,315.3125,1607.5,424.375
138,0407_frame_0138.jpg,FN,,90,ripe,2353.0,628.0,2463.0,698.0,,,,,,,
138,0407_frame_0138.jpg,FN,,92,unripe,1671.0,353.0,1794.28,450.92,,,,,,,
144,0407_frame_0144.jpg,TP,0.9647254622642569,198,ripe,1396.0,620.0,1599.0,791.0,0,ripe,0.9443359375,1398.75,617.8125,1598.75,792.5
144,0407_frame_0144.jpg,TP,0.9209087845412772,204,unripe,1667.0,350.0,1884.73,573.64,1,unripe,0.82177734375,1658.75,347.5,1883.75,566.875
144,0407_frame_0144.jpg,TP,0.9161925110963631,200,ripe,2226.0,671.0,2362.0,782.0,0,ripe,0.92724609375,2226.25,665.0,2357.5,781.875
144,0407_frame_0144.jpg,TP,0.9123293195298854,202,ripe,1387.0,371.0,1666.0,608.0,0,ripe,0.2371826171875,1391.25,357.8125,1660.0,607.5
144,0407_frame_0144.jpg,TP,0.7731247123791191,201,ripe,2312.0,626.0,2420.0,697.0,0,ripe,0.356689453125,2315.0,617.5,2421.25,706.25
144,0407_frame_0144.jpg,TP,0.6332537980609012,199,ripe,1421.0,313.0,1538.0,383.0,0,ripe,0.415771484375,1402.5,312.8125,1543.75,404.375
144,0407_frame_0144.jpg,FN,,203,unripe,1286.0,690.0,1434.74,839.79,,,,,,,
144,0407_frame_0144.jpg,FN,,205,unripe,1623.0,355.0,1711.82,441.08,,,,,,,
144,0407_frame_0144.jpg,FN,,206,unripe,2363.0,670.0,2509.0,790.05,,,,,,,
144,0407_frame_0144.jpg,FP,,,,,,,,0,ripe,0.36376953125,1516.25,463.75,1678.75,616.5625
150,0407_frame_0150.jpg,TP,0.9546207140927633,93,unripe,1589.0,348.0,1816.0,568.0,1,unripe,0.8701171875,1583.75,345.0,1817.5,567.1875
150,0407_frame_0150.jpg,TP,0.9500870208143567,96,ripe,1335.0,619.0,1544.0,795.0,0,ripe,0.9453125,1338.75,616.875,1546.25,793.125
150,0407_frame_0150.jpg,TP,0.9262914640604094,98,ripe,2191.0,672.0,2323.0,783.0,0,ripe,0.91259765625,2191.25,665.625,2321.25,783.75
150,0407_frame_0150.jpg,TP,0.9027611044417406,94,unripe,1225.0,691.0,1390.0,841.0,1,unripe,0.63232421875,1228.75,700.0,1388.75,842.5
150,0407_frame_0150.jpg,TP,0.8811467823643939,99,unripe,2325.0,670.0,2474.04,794.31,1,unripe,0.7099609375,2327.5,671.875,2471.25,804.375
150,0407_frame_0150.jpg,TP,0.7242086050026517,97,ripe,1299.0,366.0,1611.0,607.0,0,ripe,0.94140625,1301.25,309.375,1582.5,600.625
150,0407_frame_0150.jpg,FN,,95,ripe,1365.0,310.0,1487.0,371.0,,,,,,,
150,0407_frame_0150.jpg,FP,,,,,,,,0,ripe,0.6376953125,1461.25,485.3125,1616.25,612.1875
156,0407_frame_0156.jpg,TP,0.9738871036728959,322,unripe,1515.0,345.0,1749.0,567.0,1,unripe,0.8837890625,1517.5,341.875,1748.75,567.1875
156,0407_frame_0156.jpg,TP,0.945168366627245,324,ripe,1273.0,619.0,1492.0,794.0,0,ripe,0.94384765625,1274.375,612.8125,1491.25,796.25
156,0407_frame_0156.jpg,TP,0.8946646873199668,321,unripe,2286.0,674.0,2431.0,796.0,1,unripe,0.55908203125,2288.75,670.625,2430.0,803.75
156,0407_frame_0156.jpg,TP,0.8706083503391469,327,ripe,2153.0,671.0,2288.0,785.0,0,ripe,0.91162109375,2155.0,658.75,2286.25,783.75
156,0407_frame_0156.jpg,TP,0.825864908821478,326,ripe,2246.0,626.0,2351.0,700.0,0,ripe,0.6767578125,2250.0,619.375,2353.75,703.75
156,0407_frame_0156.jpg,TP,0.7364086619686567,325,ripe,1210.0,354.0,1545.0,604.0,0,ripe,0.96044921875,1210.0,307.5,1501.25,600.0
156,0407_frame_0156.jpg,FN,,323,unripe,1167.0,700.0,1332.0,844.0,,,,,,,
156,0407_frame_0156.jpg,FN,,328,ripe,1329.0,310.0,1431.74,385.87,,,,,,,
156,0407_frame_0156.jpg,FP,,,,,,,,0,ripe,0.529296875,1405.0,471.5625,1551.25,608.4375
156,0407_frame_0156.jpg,FP,,,,,,,,0,ripe,0.3056640625,2451.25,523.4375,2515.0,617.8125
162,0407_frame_0162.jpg,TP,0.955506728920603,286,ripe,1208.0,620.0,1433.0,798.0,0,ripe,0.94140625,1212.5,617.5,1435.0,797.5
162,0407_frame_0162.jpg,TP,0.9493579669410727,288,unripe,1439.0,344.0,1682.32,569.05,1,unripe,0.9072265625,1437.5,339.0625,1678.75,566.875
162,0407_frame_0162.jpg,TP,0.9027270037320361,284,ripe,2119.0,672.0,2252.0,787.0,0,ripe,0.89501953125,2118.75,664.375,2247.5,787.5
162,0407_frame_0162.jpg,TP,0.88258241944265,289,unripe,2254.0,674.0,2388.45,796.39,1,unripe,0.72412109375,2251.25,670.625,2390.0,805.0
